Classify each issue. Output EXACTLY one line per issue: NUM|IS_BUG|ROOT_CAUSE|BUG_CAT|SVC_AREA. IS_BUG:yes/no. ROOT_CAUSE:sdk_code_defect/service_behavior/codegen/build_ci/user_error/dependency/not_a_bug. BUG_CAT:serialization/connection_retry/auth/type_error/memory_lifecycle/streaming/platform_compat/error_handling/perf/api_surface/other/none. SVC_AREA:storage/identity/service_bus/event_hubs/openai/core/communication/search/monitor/keyvault/cosmos/app_config/arm_mgmt/ai_ml/other. not_a_bug=deprecation/question/docs/feature. Output ONLY lines.
#47587|open|bug, Client, customer-reported, needs-team-attention, azure-|[BUG] App Configuration spring.cloud.azure.appconfiguration.stores[0].connection|**Describe the bug** `spring.cloud.azure.appconfiguration.stores[0].connection-s
#47527|closed|bug, customer-reported, needs-team-attention, azure-spring|[BUG] Missing native lib|**Describe the bug** After updating to spring boot 4.0 we are experiencing a mis
#47511|closed|bug, Azure.Core, customer-reported, needs-team-attention, Ht|Configuring the connect timeout doesn't change it from the default of 10 second.|**Describe the bug** Using azure-blob-storage 12.31.3 We are using the azure-sto
#47508|closed|bug, Service Bus, Service Attention, Client, customer-report|[BUG] Azure Service Bus SDK - Possible Memory Leak|**Describe the bug** Running a `ServiceBusProcessorClient` with `#sessionProcess
#47417|closed|bug, customer-reported, issue-addressed, AI Agents|[BUG]|**Describe the bug** com.azure.ai.agents.persistent.implementation.MessagesImpl.
#47401|closed|bug, customer-reported, needs-team-attention, OpenAI|[BUG] azure-ai-openai - The quota for files without expiry is reached|```kotlin val fileDetails = FileDetails(BinaryData.fromFile(batchFile), batchFil
#47381|open|bug, customer-reported, needs-team-attention, azure-spring, |[BUG] Spring ServiceBus JMS SharedAccessSignature token auth throws IllegalArgum|**Describe the bug** I followed the "[Use JMS in Spring to access Azure Service 
#47380|closed|bug, Event Hubs, customer-reported, Service, needs-team-atte|[BUG] Event Hubs Java SDK not consuming all messages, missing data with no error|We are using the Azure Event Hubs Java SDK (azure-messaging-eventhubs:5.20.3) in
#47379|closed|bug, Storage, customer-reported, needs-author-feedback, no-r|BlobNotFound Exception with 200/204 response code|**BlobNotFound Exception with 200/204 response code**  When the consumer uses th
#47356|open|bug, Service Bus, Service Attention, Client, customer-report|[BUG]DeliveryNotOnLinkException Race Condition in Session-Enabled Processor (PEE|**Describe the bug** When using a session-enabled Service Bus processor in PEEK_
#47285|closed|question, bug, Client, customer-reported, needs-team-attenti|[BUG] Servicebus and EventHub not support `token-credential-bean-name` property|**Is your feature request related to a problem? Please describe.** We are being 
#47264|closed|bug, customer-reported, issue-addressed, OpenAI|[BUG] azure-openai: Error serializing error response from OpenAI with Content-Ty|**Describe the bug** Azure OpenAI runs into `Caused by: java.lang.IllegalStateEx
#47261|open|bug, Service Bus, customer-reported, needs-team-attention|[BUG] [Service Bus] Memory Leak in SendLinkHandler|## Preface  Due to project restrictions, I’m unable to share any proprietary cod
#47238|closed|bug, customer-reported, needs-author-feedback, no-recent-act|[BUG] Spring cloud, appcofiguration credentials not considered|**Describe the bug** The credential options for appconfiguration are not conside
#47169|closed|bug, Azure.Core, customer-reported, needs-team-attention|[BUG] OkHttpFluxRequestBody does not correctly propagate IOExceptions|**Describe the bug**  We are seeing unhandled exception logs when a `java.net.So
#47155|closed|bug, customer-reported, Azure.Identity, needs-team-attention|[BUG] [azure-identity] Stacktrace not logged on error in getToken() call|**Describe the bug**  We observe the following error log in our system:  "Azure 
#47106|closed|bug, Client, customer-reported, Azure.Identity, needs-team-a|[BUG] [azure-identity] `com.azure.identity.AzureIdentityEnvVars` missing in refl|**Describe the bug** The new `com.azure.identity.AzureIdentityEnvVars` uses refl
#47105|closed|bug, customer-reported, issue-addressed, OpenAI|New release of com.azure:azure-ai-openai because of CVE-2025-55163|As indicated in https://github.com/Azure/azure-sdk-for-java/issues/46632#issueco
#47096|closed|bug, azure-spring, issue-addressed|[BUG] `azure.scopes` is wrong when set `spring.cloud.azure.profile.cloud-type=az|**Describe the bug** When use the passwordless feature of PostgreSQL, the `azure
#47083|closed|bug, customer-reported, Azure.Identity, needs-author-feedbac|[BUG] Improper handling of Azure Entra AD Throttling|**Describe the bug** When Entra AD responds with 'Too Many requests' (429?) the 
#47036|closed|bug, KeyVault, Client, customer-reported, needs-author-feedb|[BUG] getSecret() method of azure keyvault throwing 401 randomly for some time a|**Describe the bug** Randomly getting 401 while fetching the secrets from keyvau
#47033|closed|bug, Client, customer-reported, needs-team-attention, azure-|[BUG] Local feature-management not working as expected|The [local feature-management source](https://learn.microsoft.com/en-us/azure/az
#46980|closed|bug, Service Bus, customer-reported, Service, needs-team-att|[BUG] ServiceBus Messages Completing with AutoComplete Disabled|**Describe the bug** Although AutoComplete is disabled, when completing the mess
#46932|closed|bug, Client, Azure.Core, customer-reported, needs-team-atten|Request release of azure-ai-openai 1.0.0-beta.17 with updated azure-core depende|## Description  I'm requesting a release of `com.azure:azure-ai-openai` version 
#46910|closed|bug, customer-reported, needs-author-feedback, no-recent-act|Anushuk|### Type of issue  Other (describe below)  ### Description  Nice  [Enter feedbac
#46909|closed|bug, customer-reported, needs-author-feedback, no-recent-act|Samlover|### Type of issue  Other (describe below)  ### Description  Nice  [Enter feedbac
#46908|closed|bug, customer-reported, needs-author-feedback, no-recent-act|Samlover|### Type of issue  Typo  ### Description  Nice  [Enter feedback here]   ### Page
#46906|closed|bug, customer-reported, issue-addressed|[BUG] Missing tag for `com.azure:azure-client-sdk-parent:1.7.0` in git|Hi, I am trying to build `com.azure:azure-client-sdk-parent:1.7.0` from source a
#46892|closed|bug, Client, customer-reported, needs-team-attention, azure-|[BUG] AppConfig throws java.lang.UnsupportedOperationException on refresh|**Describe the bug**  java.lang.UnsupportedOperationException on refresh, see st
#46844|closed|bug, Client, customer-reported, needs-author-feedback, no-re|[BUG] appconfig 6.0.0 regression|**Describe the bug** App config autoconfig fails after upgrading from 5.23.0 to 
#46804|closed|bug, Client, Azure.Core, customer-reported, needs-team-atten|[BUG] ByteBuf memory leaks in azure-core-http-netty when using reactor-netty-htt|**Describe the bug** ByteBuf memory leaks still occur when using `azure-core-htt
#46752|open|bug, Event Hubs, Service Attention, Client, customer-reporte|[BUG] [CRITICAL] Missing offset in checkpoint store|**Describe the bug** After updating azure-sdk-bom to 1.2.38 offset is not stored
#46717|closed|bug, customer-reported, needs-author-feedback, no-recent-act|Network problem|### Type of issue  Typo  ### Description    [Enter feedback here]   ### Page URL
#46715|closed|bug, Client, customer-reported, needs-team-attention, azure-|[QUERY] Can not resolve Azure App Configuration values to @Value placeholders|**Query/Question** We have a mature spring-boot 2.7.18 app. We have recently add
#46659|closed|bug, Client, customer-reported, needs-team-attention, azure-|[BUG] - Spring boot cannot connect to service bus emulator running on docker|**Describe the bug** Spring boot cannot connect to service bus emulator running 
#46630|closed|bug, customer-reported, needs-team-attention, azure-spring|Spring version mismatch (azure-spring-data-cosmos:5.19.0)|**Describe the bug** Dependencies of the various libraries have different versio
#46551|closed|bug, Storage, Client, customer-reported, needs-team-attentio|[BUG] azure-storage-blob-nio returns false when calling Files.isDirectory on top|**Describe the bug** java.nio.file.Files.isDirectory fails when given an AzurePa
#46547|closed|bug, Storage, Client, customer-reported, needs-team-attentio|[BUG] not explainable throw of UnauthorizedBlobOverwrite|**Describe the bug** I am using azure-sdk-bom version 1.2.37 I get a BlobStorage
#46531|closed|bug, customer-reported, issue-addressed, OpenAI|[BUG] The visibility of `com.azure.ai.openai.models.EmbeddingsOptions#setEncodin|**Describe the bug** The methods `com.azure.ai.openai.models.EmbeddingsOptions#s
