Classify each issue. Output EXACTLY one line per issue: NUM|IS_BUG|ROOT_CAUSE|BUG_CAT|SVC_AREA. IS_BUG:yes/no. ROOT_CAUSE:sdk_code_defect/service_behavior/codegen/build_ci/user_error/dependency/not_a_bug. BUG_CAT:serialization/connection_retry/auth/type_error/memory_lifecycle/streaming/platform_compat/error_handling/perf/api_surface/other/none. SVC_AREA:storage/identity/service_bus/event_hubs/openai/core/communication/search/monitor/keyvault/cosmos/app_config/arm_mgmt/ai_ml/other. not_a_bug=deprecation/question/docs/feature. Output ONLY lines.
#51030|open|Storage, Client, bug|[BUG] ScanBlobScanLogHybridPollingStrategy results in missing new blobs due to c|### Library name and version  Microsoft.Azure.WebJobs.Extensions.Storage.Blobs 5
#49981|closed|Storage, Client, customer-reported, bug, needs-team-attentio|[BUG] [Storage] [DataMovement] Local Checkpointer should use ConcurrentDictionar|Currently today the LocalTransferCheckpointer uses a `Dictionary` which is not t
#49638|closed|Storage, Client, bug|[Storage] [Release] Change back Blob dependency from Project to Package Referenc|Before / During the release of Azure.Storage.Blobs, we need to make sure we undo
#49318|closed|Event Hubs, Client, customer-reported, bug, issue-addressed|[BUG] `EventProcessorClient`: 'no offset' is not a valid amqp filter|### Library name and version  Azure.Messaging.EventHubs.Processor 5.12.0  ### De
#49221|closed|Client, customer-reported, bug, Tables, needs-team-attention|[BUG] [Azure.Data.Tables] Timespan not deserialized while reading from azure Tab|### Library name and version  Azure.Data.Tables  ### Describe the bug  Saving a 
#48460|closed|Event Hubs, Client, customer-reported, bug, issue-addressed|[BUG] "PartitionId" is mispelled as "PartionId" in EventHubTriggerInput logs|### Library name and version  Azure.Messaging.EventHub 6.3.5  ### Describe the b
#48115|closed|Storage, Client, customer-reported, bug, needs-team-attentio|[BUG] [Storage] ShareClient.DeleteIfExists throws if the Error code is ShareSnap|### Library name and version  Azure.Storage.Files.Shares  ### Describe the bug  
#47612|open|Service Attention, Client, bug, Cognitive - Form Recognizer|[BUG] Serialization of customized models missing properties|### Code example ```csharp var options = new ClassifyDocumentOptions("my_classif
#47517|closed|Service Bus, Client, customer-reported, bug, needs-team-atte|[BUG] ArgumentNullException when parsing RequestFailedException while resolving |### Library name and version  Azure.ServiceBus.Messaging 7.18.2  ### Describe th
#47205|closed|Service Bus, Client, customer-reported, bug, needs-team-atte|CorrelationRuleFilter.ApplicationProperties doesn't support "IList / IDictionary|### Type of issue  Code doesn't work  ### Description  It looks like `Applicatio
#47017|closed|Storage, Service Attention, Client, customer-reported, bug|[BUG] [Storage] [DataMovement] checkpoint files are not deleted when transfer co|### Library name and version  Azure.Storage.DataMovement.Blobs 12.0.0-beta.6  ##
#46952|closed|Service Bus, Client, customer-reported, bug, issue-addressed|ServiceBusSender Identifier not set.|### Library name and version  Azure.Messaging.ServiceBus v7.18.0+  ### Describe 
#46756|closed|Service Attention, Client, customer-reported, bug, needs-tea|[BUG] some ILogger scopes are not supported by Azure.Monitor.OpenTelemetry.Expor|I want to reopen the [bug ](https://github.com/Azure/azure-sdk-for-net/issues/44
#46525|closed|Event Hubs, Client, customer-reported, bug, issue-addressed|[BUG] `EventHubConsumerClient.GetPartitionPropertiesAsync` throws `InvalidOperat|### Library name and version  Azure.Messaging.EventHubs 5.11.5  ### Describe the
#46417|closed|Client, bug, Monitor - Distro|[BUG] LiveMetrics showing incorrect values|### Library name and version  Azure.Monitor.OpenTelemetry.AspNetCore  ### Descri
#46096|closed|Client, customer-reported, bug, Functions, issue-addressed|ServiceBusClient.AcceptNextSessionAsync logs ServiceBusException as "exception" |              @johankson the fix was to reduce the severity of this log message.
#45442|closed|Client, customer-reported, bug, Extensions, issue-addressed|AddCryptographyClient documentation states incorrectly that it adds a `KeyClient|### Type of issue  Typo  ### Description  The docs state:  > Registers a [KeyC
#45288|closed|Service Attention, Client, customer-reported, bug, needs-tea|[BUG] AzMon Exporter removes semantic attributes from telemetry|### Library name and version  Azure.Monitor.OpenTelemetry.Exporter 1.3.0  ### De
#43286|closed|Service Attention, Client, customer-reported, bug, needs-tea|[BUG] `UseAzureMonitor` collects too many internal logs|### Library name and version  Azure.Monitor.OpenTelemetry.AspNetCore 1.2.0-bet
#42952|closed|Service Bus, Client, customer-reported, bug, issue-addressed|[BUG] Sometimes, after a message sent by service bus client is throttled, all me|### Library name and version  Azure.Messaging.ServiceBus 7.16.2  ### Describe th
#42925|closed|Storage, Service Attention, Client, customer-reported, bug|[BUG] Azure.Storage.Blobs cannot connect to azure blob storage on AzureIoTEdge w|### Library name and version  Azure.Storage.Blobs v>= 12.15.1  ### Describe the 
#52346|open|Compute, Mgmt, bug, CodeGen|Flattening of two similar objects results in duplication of key and error|**Describe the issue or request** When the following model is flattened : http
#42000|closed|Storage, Service Attention, Client, customer-reported, bug|[BUG] [Storage] DataLake Rename does not pass SAS from source to destination whe|### Library name and version  Azure.Storage.Files.DataLake 12.18.0-beta.1  #
#40528|closed|Storage, Service Attention, Client, customer-reported, bug|[BUG] [Storage] [DataLake] DirectoryDepth SAS converts sdd value to base 16|### Library name and version  Azure.Storage.Files.Datalake; Azure.Storage  ### D
#40515|closed|Client, customer-reported, bug, needs-team-attention, Cognit|[BUG] Invalid Operation response from DocumentIntelligenceClient.AnalyzeDocument|### Library name and version  Azure.AI.DocumentIntelligence 1.0.0-beta.1  ##
#40511|closed|ARM, Mgmt, customer-reported, bug, issue-addressed|[BUG] Change of Api version not being reflected when using SetApiVersion for con|### Library name and version  Azure.ResourceManager.Maintenance 1.2.0-beta.4  ##
#40463|closed|Client, customer-reported, bug, CodeGen, needs-team-attentio|[BUG] No factory method for SearchAddressResultItem|### Library name and version  Azure.Maps.Search 1.0.0-beta.4  ### Describe the b
#40065|closed|Storage, Client, bug, test-reliability|[DataMovement] [Tests] Update BlobShareClientTestFixtureAttribute to take both S|Currently BlobShareClientTestFixtureAttribute only takes the ShareServiceVersion
#40058|closed|Storage, Client, bug, test-reliability|[DataMovement] [Storage] Move Blob to File (vice versa) Tests to it's own tests |The Blob to File and vice versa tests are living in the DataMovmement Files fold
#40050|closed|ARM, Mgmt, bug, question, needs-team-attention|[BUG] ArmClient.GetDenyAssignments(identifier) fails when the identifier is in a|### Library name and version  Azure.ResourceManager.Authorization 1.0.1  ###
#40028|closed|Event Hubs, Client, customer-reported, bug, issue-addressed|[BUG] EventHubBufferedProducerClient EnqueueEventAsync never times out - when th|### Library name and version  Azure.Messaging.EventHubs 5.9.3  ### Describe the 
#40023|closed|Client, bug, Monitor - Exporter, Monitor - Distro|[BUG] Azure Monitor OTel Exporter - activities with duplicated tags are dropped|### Library name and version  Azure.Monitor.OpenTelemetry.Exporter  ### Desc
#39935|closed|Client, customer-reported, bug, Extensions, needs-team-atten|Microsoft.Extensions.Azure 1.7.1: Code doesn't compile due to potentially outdat| The documentation seems outdated. I pasted the code from the docs, but it does
#39837|closed|ARM, Recovery Services Backup, Mgmt, bug|[BUG]  Null Reference error reported in RecoveryServicesBackup BackupProtectedIt|### Library name and version  Azure.ResourceManager.RecoveryServicesBackup 1.0.0
#39647|closed|Storage, Client, bug|[Storage] [DataMovement] Update Samples for Pause and Resume|
#39646|closed|Storage, Client, bug, Docs|[Storage] [DataMovement] Make Known Issues / Disclaimer page|(Also make a way for it to also be published to Nuget)
#39470|closed|Service Attention, Client, customer-reported, bug, question|[QUERY] Which number format info should be used by exporter?|### Library name and version  Azure.Monitor.OpenTelemetry.Exporter 1.0.0  ##
#39047|closed|Storage, Client, bug|[Storage] [DataMovement] When cleaning up Failed Transfer Item, if deleting thro|### Library name and version  Azure.Storage.DataMovement; Azure.Storage.DataMove
#39046|closed|Storage, Client, bug, Docs|[Storage] [DataMovement] Update documentation to hold ideal Permissions when usi|When using DMLib there may be a lot of operations necessary to complete a transf
