Classify each issue. Output EXACTLY one line per issue: NUM|IS_BUG|ROOT_CAUSE|BUG_CAT|SVC_AREA. IS_BUG:yes/no. ROOT_CAUSE:sdk_code_defect/service_behavior/codegen/build_ci/user_error/dependency/not_a_bug. BUG_CAT:serialization/connection_retry/auth/type_error/memory_lifecycle/streaming/platform_compat/error_handling/perf/api_surface/other/none. SVC_AREA:storage/identity/service_bus/event_hubs/openai/core/communication/search/monitor/keyvault/cosmos/app_config/arm_mgmt/ai_ml/other. not_a_bug=deprecation/question/docs/feature. Output ONLY lines.
#8899|closed|bug, Autorest Issue, Service Attention, Client, customer-rep|Content Moderator: Generator in screen_text is actually a File|I am using the Content Moderator sample for text moderation, and have the **scre
#8784|closed|bug, Storage, Service Attention, Client, needs-team-attentio|API reference for SasPermission objects list incorrect operations.|For example, the below is for BlobSasPermissions and lists "read, write, delete,
#8632|closed|bug, Service Attention, Client, customer-reported, no-recent| Problem with multiple <voice> elements inside a <speak> top level node |I believe the following issue belongs here as well -   https://github.com/Micr
#8533|closed|bug, Event Hubs, Service Attention, Client, customer-reporte|Azure Function Event Hub Trigger - event.iothub_metadata returns empty dict|When streaming IoT Hub data into Event Hub, the fields in the EventHubEvent are 
#8317|closed|bug, Recovery Services Backup, Service Attention, Mgmt, cust|RecoveryServicesBackup API version change|As mentioned in https://azure.microsoft.com/en-us/updates/recovery-services-rest
#8299|closed|bug, Service Attention, Client, customer-reported, no-recent|batch_read_file_in_stream doesn't work|When I call `batch_read_file_in_stream` I'm getting this error:  ``` Error oc
#8256|closed|bug, Compute, Compute - Extensions, Mgmt, customer-reported|virtual_machine_extensions.create_or_update infinite polling|I'm trying to create a Linux VM with the **OmsAgentForLinux**_  extension. once
#8227|closed|bug, Event Hubs, Client|[EventHubs][1.3.2] Wrong arguments passed to the method process_error_async in c|https://github.com/Azure/azure-sdk-for-python/blob/4fad93b10a2e70827e1575dd29b35
#8141|closed|bug, Event Hubs, Client, customer-reported|[EventHubs] Logs ERROR on `release_pump_on_timeout` when should be INFO or DEBUG|Based on the release `azure-eventhub` `1.3.2`.  When there are no events  on p
#8016|closed|bug, Compute, Mgmt, customer-reported, no-recent-activity|Disk snapshot delete fails with - Please remove the lock and try again|We use Azure python SDK APIs to create and delete disk snapshots. When we create
#7978|closed|bug, Advisor, Mgmt, customer-reported, issue-addressed|azure-mgmt-advisor returns invalid resource ID|I received a resource ID from the [Advisor Recommendations - list](https://docs.
#7952|closed|bug, Service Attention, Network - Virtual Network, Mgmt, cus|PublicIPAddressSku - returned object instead of value|Hi  while creating public IP using python SDK, as a result I should get the pyt
#7771|closed|bug, Service Attention, Network - Virtual Network, Mgmt, cus|Virtual Network occasionally 404 errors when delete/create vnet with the same na|When using the azure-mgmt-network library. Issue: When with my dummy script (th
#7688|closed|bug, Data Factory, Mgmt, customer-reported, no-recent-activi|DeserializationError while listing Data Factory Linked Services|Hello,  While trying to run this piece of code to list a factory linked servic
#7687|closed|bug, Security, Service Attention, Mgmt, customer-reported|404 Client Error in _information_protection_policies_operations.py|I'm getting the following exception when calling https://github.com/Azure/azure-
#7495|closed|bug, Graph, Service Attention, Client, customer-reported|Feature request: Delete key/password_credentials & create additional next to exi|https://docs.microsoft.com/en-us/python/api/azure-graphrbac/azure.graphrbac.oper
#7416|closed|bug, Mgmt, customer-reported, no-recent-activity, needs-auth|Delete virtual machine returns None if succeed|Trying to use the newest version to delete a virtual machine ``` compute_clien
#7338|closed|bug, Service Attention, Mgmt, customer-reported|CostManagementClient can't deserialize REST API response|AFAIK in current version CostManagementClient simply does not work. See example
#7231|closed|bug, Event Hubs, Mgmt, customer-reported, needs-team-attenti|Missing model fields in Event Hubs Management class|The model class `azure.mgmt.eventhub.v2017_04_01.models.Destination` does not in
#7121|closed|bug, Commerce, Service Attention, Mgmt, customer-reported|azure.mgmt.commerce.UsageManagementClient usage_aggregates method returns unknow|I use the `azure.mgmt.commerce` package to get usage data and rates for our Azur
#7065|closed|bug, Mgmt, customer-reported|License.txt is not present in zip of source|azure-4.0.0.zip from PyPI does not contain the license file.
#6987|closed|bug, Cognitive Services, Client, customer-reported|azure-cognitiveservices-language-luis 0.3.0 & python 3.6, 3.7 |TypeError: Attempted to reuse key: 'failed'  Reproduce:  pip install azure-co
#6975|closed|bug, Compute, Service Attention, Mgmt, customer-reported|Missing enum UltraSSD_LRS in StorageAccountTypes|I am using Ultra SSD disks (available in the preview mode). Using Python SDK, I
#6933|closed|bug, Service Attention, Client, customer-reported, needs-tea|Cognitive Services docstrings state that uploads can be used, but library doesn'|# Expected result  The Cognitive Services docstrings state that uploads can be
#6823|closed|bug, Cosmos, Service Attention, Mgmt, customer-reported|CosmosDB - Locations field missing from model |It seems the `properties.locations` field is not in the model  https://github.c
#6778|closed|bug, Storage, Service Attention, Mgmt, customer-reported|NetApp ANF snapshots not preserving 'tags' or returning 'creation_date'|There seem to be a couple of missing bits in the snapshot api.  The definition
#6723|closed|bug, Commerce, Service Attention, Mgmt, customer-reported|Set encoding on replies, dont use chardet|Currently, default behavior is to leave encoding settings of the reply in the ai
#6671|closed|bug, App Services, Mgmt, customer-reported, issue-addressed|azure-mgmt-web list_skus() always gets empty list from Azure Mgmt API|In the azure-mgmt-web SDK, WebSiteManagementClient.list_skus() seems to always r
#6503|closed|bug, App Services, Service Attention, Mgmt, customer-reporte|Cache database is locked when using Linux App Services|Hi,  i'm trying to use the Key Vault with a Azure Linux App Service. This doe
#6483|closed|bug, Swagger, App Services, Service Attention, Mgmt|WebApplicationFirewallPoliciesOperations.create_or_update Unable to deserialize |https://github.com/Azure/azure-cli/issues/10011
#6472|closed|bug, Service Attention, Client, customer-reported, Cognitive|[Autosuggest] Autosuggest method path is only '/Suggestions'; should be '/bing/v|- **Package Name**: azure-cognitiveservices-search_autosuggest  - **Package Ver
