Classify each issue. Output EXACTLY one line per issue: NUM|IS_BUG|ROOT_CAUSE|BUG_CAT|SVC_AREA. IS_BUG:yes/no. ROOT_CAUSE:sdk_code_defect/service_behavior/codegen/build_ci/user_error/dependency/not_a_bug. BUG_CAT:serialization/connection_retry/auth/type_error/memory_lifecycle/streaming/platform_compat/error_handling/perf/api_surface/other/none. SVC_AREA:storage/identity/service_bus/event_hubs/openai/core/communication/search/monitor/keyvault/cosmos/app_config/arm_mgmt/ai_ml/other. not_a_bug=deprecation/question/docs/feature. Output ONLY lines.
#32781|closed|Client, customer-reported, bug, Extensions, needs-team-atten|CVE in  System.Drawing.Common 4.7.0 dependency|Libs: - azure.extensions.aspnetcore.dataprotection.blobs.1.2.3.nupkg - azure.e
#32756|closed|ARM, Mgmt, customer-reported, bug, needs-team-attention|[BUG] GetExperimentAsync throws String was not recognized as a valid TimeSpan|### Library name and version  Azure.ResourceManager.Chaos 1.0.0-beta.1  ### Desc
#32744|open|Storage, Client, bug|[DataMovement] [Blobs] Remove magic exceptions and put into Error file|### Library name and version  Azure.Storage.DataMovement; Azure.Storage.DataMove
#32734|closed|Storage, Client, bug|[DataMovement] [Blobs] Convert all eventhandlers to use RaiseAsync over Invoke|### Library name and version  Azure.Storage.DataMovement; Azure.Storage.DataMove
#32728|closed|Storage, Client, bug|[DataMovement] [Blobs] Move sub StorageResourceOptions to be more condensed.|### Library name and version  Azure.Storage.DataMovement.Blobs  ### Query/Questi
#32723|closed|Storage, Client, bug, blocking-release|[DataMovement] [Blobs] Update all DataMovement Docs|### Library name and version  Azure.Storage.DataMovement; Azure.Storage.DataMove
#32720|closed|Storage, Client, bug|[DataMovement] [Blobs] Remove InternalsVisibleTo in BlobBaseClient and expose AP|### Library name and version  Azure.Storage.Blobs; Azure.Storage.DataMovement.Bl
#32515|closed|Network, Mgmt, customer-reported, bug, needs-team-attention|[BUG] ResourceManager.Network type is not mockable|### Library name and version  Azure.ResourceManager.Network 1.1.0  ### Describe 
#32503|closed|Authorization, Mgmt, customer-reported, bug, issue-addressed|[BUG] GetDenyAssignments() throws an exception for GenericResource|### Library name and version  Azure.ResourceManager.Authorization, v1.0.0  ### D
#32474|closed|Storage, Service Attention, Client, customer-reported, bug|[BUG] System.MissingMethodException: Method not found: System.ReadOnlyMemory`1<b|### Library name and version  Azure.Storage.Blobs 12.14.1  ### Describe the bug 
#32388|closed|App Services, Service Attention, Mgmt, customer-reported, bu|[BUG]`ContinuousWebJobStatus` Enum values does not cover possible values|### Library name and version  Azure.ResourceManager.AppService 1.0.0  ### Descri
#32299|closed|App Services, Service Attention, Mgmt, customer-reported, bu|[BUG] Deleting Function app with resource manager sdk creates zombie app service|### Library name and version  Azure.ResourceManager.AppService  1.0.0  ### Descr
#32243|closed|Service Bus, Client, customer-reported, bug, needs-team-atte|[QUERY] ServiceBus session ID in receiver's `Attach` frame is not compliant to A|### Library name and version  Azure.Messaging.ServiceBus - 7.12.0-beta.1  ##
#32200|closed|Client, customer-reported, bug, needs-team-attention, Maps|[BUG] FuzzySearchOptions No way to set IndexFilter|### Library name and version  Azure.Maps.Search 1.0.0-beta.2  ### Describe the b
#31821|closed|Compute, Mgmt, customer-reported, bug, Docs|Formatting feedback|There are multiple HTML <br> showing in the paragraphs, those needs to be cleane
#31752|closed|Media Services, Mgmt, customer-reported, bug, needs-team-att|Azure.ResourceManager.Media - creating media asset creates blob container, but d|### Library name and version  Azure.ResourceManager.Media 1.0.0  ### Describe th
#31646|closed|Monitor, Mgmt, customer-reported, bug, Docs|bad text formatting| Following text is badly formatted in this page   &lt;normalized service iden
#31633|closed|Policy Insights, Mgmt, customer-reported, bug, needs-team-at|[BUG] Empty policySetDefinitionId throws 'resourceId' null error in Azure.Resour|### Library name and version  Azure.ResourceManager.PolicyInsights 1.0.0  ### De
#31581|closed|KeyVault, Client, customer-reported, bug, needs-team-attenti|[BUG] SetSecretAsync sometimes fails due to ObjectIsBeingRecovered after StartRe|### Library name and version  Azure.Keyvault.Secrets 4.4.0  ### Describe the bug
#31573|closed|customer-reported, bug, Service, Cognitive - Form Recognizer|[BUG] Azure Form Recognizer Prebuilt Business Card Template code.|### Library name and version  Azure Form Recognizer (2022-08-31) (GA)  ### Descr
#31504|closed|App Services, Mgmt, customer-reported, bug, needs-team-atten|[BUG] Invalid URI Error when retrieving backups for WebSiteResource|### Library name and version  Azure.ResourceManager.AppService 1.0.0-beta.4  ###
#31495|closed|App Services, Service Attention, Mgmt, customer-reported, bu|[BUG] AppService Management: Error creating Function app key|### Library name and version  Azure.ResourceManager.AppService 1.0.0-beta.4  ###
#31395|closed|Event Hubs, Client, customer-reported, bug, needs-team-atten|EventDataBatch.TryAdd does not copy buffer to batch as documentation indicates|### Library name and version  Azure.Messaging.EventHubs v5.7.2  ### Describe the
#31318|closed|Notification Hub, Service Attention, Mgmt, customer-reported|[BUG] NotificationHubResource 'DebugSend' throws an exception with a successful |### Library name and version  Azure.ResourceManager.NotificationHubs 1.0.0  ### 
#31280|closed|Service Attention, Client, customer-reported, bug, needs-tea|Azure.AI.AnomalyDetector .NET SDK - Multivariate -  Bad formatted dates return P|### Library name and version  Azure.AI.AnomalyDetector 3.0.0-preview.5  ### Desc
#31252|closed|Storage, Service Attention, Client, customer-reported, bug|[BUG] CopyFromUriOperation does not properly handle 500s or Retry policy, return|### Library name and version  Azure.Storage.Blobs  ### Describe the bug  When us
#31249|closed|Mgmt, needs-author-feedback, customer-reported, bug, no-rece|[BUG] Invalid format of value when trying to instantiate a generic implementatio|I'm trying to instantiate an generic implementation of class which inherits from
#31163|closed|Storage, Service Attention, Client, customer-reported, bug|[BUG] Incorrect exception type thrown for blobcontainerclient.createifnotexists(|### Library name and version  Azure.Storage.Blobs v12.13.0  ### Describe the bug
#31156|closed|Websites, Mgmt, customer-reported, bug, Docs|Code tags are not displaying properly on this page|The < code > tags are not working (using most up to date version of Chrome). Th
#31058|closed|Container Instances, Mgmt, customer-reported, bug, issue-add|[BUG] Microsoft.Azure.Management.ContainerInstance.Models.InstanceView.CurrentSt|### Library name and version  Assembly Microsoft.Azure.Management.ContainerInsta
#31054|closed|Client, customer-reported, bug, needs-team-attention, Commun|[BUG] EmailRecipients constructor - BCC null check is wrong|### Library name and version  Azure.Communication.Email 1.0.0-beta.1  ### Descri
#31052|closed|ARM, Service Attention, Mgmt, bug, issue-addressed|[BUG] Tags returned from SubscriptionCollection.GetAllAsync(...) is extremely st|### Library name and version  Azure.ResourceManager 1.3.1  ### Describe the bug 
#30903|closed|Monitor, Client, customer-reported, bug, needs-team-attentio|MetricsQueryClient returns empty results|[Enter feedback here]  Hello, we tried to use Azure.Monitor.Query package to r
#30401|open|Storage, Client, customer-reported, bug, needs-team-attentio|[BUG] GetUserDelegationKeyAsync() fails TenantDiscovery challenge|### Library name and version  Azure.Storage.Blobs  ### Describe the bug  F
#30366|closed|Client, customer-reported, bug, Cognitive - Form Recognizer,|[BUG] The requested operation requires an element of type 'Number', but the targ|### Library name and version  Azure.AI.FormRecognizer Version 3.1.1  ### Describ
#30361|closed|Event Hubs, Client, customer-reported, bug, issue-addressed|Same PartitionKey does not guarantee same Partition|Hello,  **issue:** Setting (the same) PartitionKey does not guarantee all even
#30324|closed|Storage, Mgmt, bug|[BUG] Failed to re-record BlobServiceCors test in BlobContainerTests.cs|### Library name and version  Latest Azure.ResourceManager.Storage  ### Desc
#30245|closed|Compute - Managed Disks, Mgmt, customer-reported, bug, issue|[BUG] Managed Disk SetTag broken in latest stable version of Azure.ResourceManag|### Library name and version  Azure.ResourceManager.Compute 1.0.0  ### Describe 
