Classify each issue. Output EXACTLY one line per issue: NUM|IS_BUG|ROOT_CAUSE|BUG_CAT|SVC_AREA. IS_BUG:yes/no. ROOT_CAUSE:sdk_code_defect/service_behavior/codegen/build_ci/user_error/dependency/not_a_bug. BUG_CAT:serialization/connection_retry/auth/type_error/memory_lifecycle/streaming/platform_compat/error_handling/perf/api_surface/other/none. SVC_AREA:storage/identity/service_bus/event_hubs/openai/core/communication/search/monitor/keyvault/cosmos/app_config/arm_mgmt/ai_ml/other. not_a_bug=deprecation/question/docs/feature. Output ONLY lines.
#10840|closed|bug, Service Bus, Client|ServiceBusReceiverAsyncClient: When creating Multiple receiver from same builder| When creating Multiple receiver from same builder : The last message does not a
#10774|closed|bug, Client, Azure.Identity|Smoke tests found bug in DefaultAzureCredential in sovereign clouds|Nightly smoke test runs found an issue with Identity when setting an authority h
#10666|closed|bug, Client, customer-reported, Azure.Identity|[BUG] Using azure.storage.blob together with azure.identity in Azure Functions r|**Describe the bug** I am trying to connect to a Storage Account using azure.id
#10588|closed|bug, Client, Azure.Core|Azure Core failure in Smoke Tests|I'm seeing a failure in Smoke Tests that presents as:   ``` [reactor-http-nio
#10580|closed|question, bug, Cosmos, Client, customer-reported|[BUG] Unable to insert into CosmosDB with long partition key|**Describe the bug** Failure to do simple CosmosDB insert with `4.0.1-beta2`. 
#10493|closed|bug, Cosmos, Client, customer-reported, cosmos:v4-item|Unreachable code in SessionTokenHelper.java line 159|https://github.com/Azure/azure-sdk-for-java/blob/cd464cfe7c217332e1d02a29b7a78c3
#10453|closed|bug, Client, Azure.Core, Docs|Tracing OpenTelemetry  Sample code is wrong|1 Section :  [Link](https://github.com/Azure/azure-sdk-for-java/blob/master/sd
#10311|closed|bug, Client, customer-reported|[BUG] ManagementClient does not support connecting via proxy|We have tried several approaches without any luck: -  Setting  global proxy set
#10216|closed|bug, Client, Azure.Core, customer-reported|[QUERY]Error occurs when downloading  files with Japanese filename from Azure Fi|Title: Error occurs when downloading  files with Japanese filename from Azure Fi
#10107|closed|bug, Event Hubs, Client, customer-reported, Track 1|EventHubClient creation failed java.io.IOException: Too many open files|While running a sevent hub consumer I am getting below error in my console.  9
#10099|closed|bug, Storage, Client, customer-reported|Transient failure renewing lease com.microsoft.azure.storage.StorageException: T|**Describe the bug** I have started an event consumer to consume messages. The 
#10096|closed|bug, Event Hubs|EventHubClientBuilder parses wrongly HTTP_PROXY URL|**Describe the bug** If HTTP_PROXY sets to an URL format of  "http://host:port"
#9850|closed|bug, Client, customer-reported, Azure.Identity|[BUG] Using DefaultAzureCredential, second request returns 403|**Describe the bug** I'm using DefaultAzureCredential to authenticate through A
#9755|closed|bug, Storage, Client, customer-reported|[BUG] NtfsFileAttributes.toAttributes tripped up by whitespace|**Describe the bug** NtfsFileAttributes unable to parse response when headers i
#9656|closed|bug, Mgmt, customer-reported, Docs, issue-addressed|Broken link for "Simply authenticate" on https://github.com/Azure/azure-sdk-for-|Please check and update link for simply authenticate on this page :  https://gi
#9644|closed|question, bug, Cosmos, Client, customer-reported|[QUERY] Unable to set CosmosDB container properties via the 4.0.1-beta.1 Java SD|**Query/Question** I'm attempting to update the default TTL and/or indexing pol
#9523|closed|bug, Cosmos, Client, customer-reported, cosmos:v4-item|[BUG] Can't access the newly created document when not using POJO|**Describe the bug** Please note: we're not using POJO. We're working with raw 
#9403|closed|bug, KeyVault, Client, customer-reported|[BUG] exception when using okhttp based httpclient with Azure Key Vault|**Describe the bug** When using okhttp httpclient with Azure key vault an excep
#9244|closed|bug, Storage, Client|Storage Metadata not sorted correctly - causes an Authentication Issue|See the Python issue here https://github.com/Azure/azure-sdk-for-python/issues/1
#9190|closed|bug, Azure.Core|ClientLogger's logExceptionAsError Checks Wrong Log Level|The `logExceptionAsError` method in `ClientLogger` checks if the logger is able 
#9162|closed|bug, Client, customer-reported, Azure.Identity|[BUG]com.azure.identity.AzureCliCredential is not public|**Describe the bug** com.azure.identity.AzureCliCredential is not public ***Ex
#9136|closed|bug, Cosmos, Client, customer-reported, cosmos:v4-item|CosmosAsyncItemResponse::getRequestCharge() fails on international systems|**Describe the bug** getRequestCharge() will fail on systems where a "," is use
#9080|closed|bug, Azure.Core, customer-reported, pillar-reliability|[BUG] buffer reallocate exception |BufferOverflowException has thrown when netty trying to reallocate buffer.   The
#9077|closed|bug, Cosmos, Client, cosmos:v4-item|[Cosmos v4] correlatedActivityId is yet to be handled |This correlation id:  https://github.com/Azure/azure-sdk-for-java/blob/d888e8a
