Classify each issue. Output EXACTLY one line per issue: NUM|IS_BUG|ROOT_CAUSE|BUG_CAT|SVC_AREA. IS_BUG:yes/no. ROOT_CAUSE:sdk_code_defect/service_behavior/codegen/build_ci/user_error/dependency/not_a_bug. BUG_CAT:serialization/connection_retry/auth/type_error/memory_lifecycle/streaming/platform_compat/error_handling/perf/api_surface/other/none. SVC_AREA:storage/identity/service_bus/event_hubs/openai/core/communication/search/monitor/keyvault/cosmos/app_config/arm_mgmt/ai_ml/other. not_a_bug=deprecation/question/docs/feature. Output ONLY lines.
#23876|closed|bug, Client, azure-spring, azure-spring-aad|Fix doc problem about azure-spring-boot-starter-active-directory|- https://github.com/Azure-Samples/ms-identity-java-spring-tutorial   - We’ve m
#23721|closed|question, bug, customer-reported|[BUG] - Out Of memory issues when sending messages to Service bus topics |WE have a java program that sends messages to Azure Service bus topic  and we ar
#23708|closed|bug, Client, azure-spring, azure-spring-aad|Make `java - spring - tests` more stable.|Now `java - spring - tests` pipeline always failed， it will success after retry.
#23591|closed|bug, KeyVault, Service, azure-spring, azure-spring-jca|[BUG] Static way of using Azure key vault|**Is your feature request related to a problem? Please describe.** A clear and 
#23588|closed|bug, Client, azure-spring, azure-spring-keyvault|[BUG] Document problems about azure-spring-boot-starter-keyvault-certificates.|- It can be found as a child node of [Spring Boot in the Spring on Azure page](h
#23587|closed|bug, Client, azure-spring, azure-spring-keyvault|[BUG] Problems about azure-spring-boot-starter-keyvault-secrets readme.|GitHub README (https://github.com/Azure/azure-sdk-for-java/tree/main/sdk/spring/
#23582|closed|bug, Client, azure-spring|[BUG] The logging content in readme may make customer confused.|The [Logging page] directs to [Logging-with-Azure-SDK], however, this guide only
#23577|closed|bug, Client, azure-spring|[BUG] Fix problems in azure-spring-boot-service reported by sonar|## Context  We use sonar to check the code quality for all Spring Cloud Azure 
#23534|closed|bug, Client, customer-reported, needs-team-attention, azure-|[BUG][Spring Data Cosmos] PartitionKey of type UUID broken since 3.7.0|**Describe the bug** [This change](https://github.com/Azure/azure-sdk-for-java/
#23481|closed|bug, Client, customer-reported, azure-spring, azure-spring-a|[BUG] Wrong application-type selected by azure-spring-boot-starter-active-direct|**Describe the bug** We think that in the `azure-spring-boot-starter-active-dir
#23473|closed|bug, KeyVault, Security, Client, azure-spring|Azure Keyvault JCA gets access token remotely every time it visits key vault.|Azure keyvault jca needs to visit key vault remotely. For each visit, it also ne
#23453|closed|compat breaks, bug, Client, customer-reported, breaking-chan|spring.aad.webapi breaking change in 3.7.0|**Describe the bug** As we tried to update `com.azure.spring:azure-spring-boot-
#23392|closed|bug, Client, azure-spring, azure-spring-servicebus|Support listener configuration of Azure Spring Boot Starter for Azure Service Bu|The current JmsListenerContainerFactory bean in Azure Spring Service Bus JMS sta
#23386|closed|bug, Cosmos, Client, customer-reported, needs-team-attention|[BUG] cosmos LIKE not working with @Param|**Describe the bug** Using cosmos with spring boot.  This does not work    
#23348|closed|bug, customer-reported, needs-team-attention, azure-spring, |[BUG] Deserializer of grant type 'on_behalf_of' does not work |**Describe the bug** Deserializer of grant type 'on_behalf_of' does not work wh
#23305|closed|bug, customer-reported, azure-spring, azure-spring-storage|[BUG] azure-spring-boot-starter-storage changes default actuator behavior and re|Hi,  By default, the health endpoint for Spring Actuator (spring-boot-starter-
#23260|closed|bug, Client, Azure.Identity|[BUG][identity] Caused by: java.net.SocketException: Network is unreachable: con|**Describe the bug** Azure toolkit user reporting Spring boot application using
#23237|closed|bug, Client, customer-reported, Azure.Identity|java.lang.UnsupportedOperationException in com.azure.identity.implementation.Ide|This line fails since Array does not support List#add method.  https://github.
#23194|closed|bug, Storage, Client, customer-reported, needs-team-attentio|[BUG] No responses when deleting blobs using BlobBatchClient.|**Describe the bug** No responses when deleting blobs using BlobBatchClient. I
